Book ID,Book Title,Author,Genre,Summary,Number of Reviews,Average Rating,Publishing Year,Language Code,Gross Sales,Publisher Revenue
386372,Mort,Terry Pratchett,Fantasy,"Death comes to us all. When he came to Mort, he offered him a job.Death is the Grim Reaper of the Discworld, a black-robed skeleton with a scythe who ushers souls into the next world. He is also fond of cats and endlessly baffled by humanity. Soon Death is yearning to experience what humanity really has to offer, but to do that, he'll need to hire some help.It's an offer Mort can't refuse. As Death's apprentice he'll have free board, use of the company horse—and being dead isn't compulsory. It's a dream job—until Mort falls in love with Death's daughter, Ysabell, and discovers that your boss can be a killer on your love life…",8402,4.24,1987,eng,3821.22,2292.732
395922,The Awakening,L.J. Smith,Young Adult,"A Love Triangle of Unspeakable Horror... ElenaSearching for the ultimate thrill, she vowed to have Stefan. StefanHaunted by his tragic past, he struggled to resist her passion. DamonDriven by revenge, he hunted the brother who betrayed him. The terrifying story of two vampire brothers and the beautiful girl torn between them.",5180,3.35,1899,eng,371.25,0.0
395922,The Awakening,L.J. Smith,Young Adult,"A Love Triangle of Unspeakable Horror... ElenaSearching for the ultimate thrill, she vowed to have Stefan. StefanHaunted by his tragic past, he struggled to resist her passion. DamonDriven by revenge, he hunted the brother who betrayed him. The terrifying story of two vampire brothers and the beautiful girl torn between them.",5180,3.35,2009,eng,761.1,456.66
402013,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,Young Adult,"There are six things very wrong with my life:1. I have one of those under-the-skin spots that will never come to a head but lurk in a red way for the next two years.2. It is on my nose3. I have a three-year-old sister who may have peed somewhere in my room.4. In fourteen days the summer hols will be over and then it will be back to Stalag 14 and Oberfuhrer Frau Simpson and her bunch of sadistic teachers.5. I am very ugly and need to go into an ugly home.6. I went to a party dressed as a stuffed olive.In this wildly funny journal of a year in the life of Georgia Nicolson, British author Louise Rennison has perfectly captured the soaring joys and bottomless angst of being a teenager. In the spirit of Bridget Jones's Diary, this fresh, irreverent, and simply hilarious book will leave you laughing out loud. As Georgia would say, it's ""Fabbity fab fab!""",4816,3.75,1999,eng,997.5,0.0
402045,The Mists of Avalon,Marion Zimmer Bradley,Fantasy,"Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....",7599,4.13,1982,eng,1157.31,694.386
407429,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,Picture Books,"A revisionist storyteller provides his mad, hilarious versions of children's favorite tales in this unique and riotous collection.A long time ago, people used to tell magical stories of wonder and enchantment. Those stories were called Fairy Tales.Those stories are not in this book. The stories in this book are Fairly Stupid Tales.I mean, what else would you call a story like ""Goldilocks and the Three Elephants""? This girl walking through the woods smells Peanut Porridge Cooking. She decides to break into the Elephants' house, eat the porridge, sit in the chairs, and sleep in the beds. But when she gets in the house she can't climb up on Baby Elephant's chair because it's much too big. And she can't climb on Papa Elephant's chair because it's much much too big. So she goes home. The End.And if you don't think that's fairly stupid, you should read ""Little Red Riding Shorts"" or maybe ""The Stinky Cheese Man.""In fact, you should definitely go read the stories now, because the rest of this description just kind of goes on and on and doesn't really say anything. I stuck it here so it would fill up the page and make it look like I really knew what I was talking about. So stop now. I mean it. Quit reading this. Open the book. If you read this last sentence, it won't tell you anything.Signed,Jack (Narrator)Up the HillFairy Tale Forest1992
Story List:
- Chicken Licken- The Princess and the Bowling Ball- The Really Ugly Duckling- The Other Frog Prince- Little Red Running Shorts- Jack's Bean Problem (including Giant Story / Jack's Story)- Cinderummpelstiltskin (Or The Girl Who Really Blew It)- The Tortoise and the Hair- The Stinky Cheese ManSURGEON GENERAL'S WARNING: It has been determined that these tales are fairly stupid and probably dangerous to your health.Edition MSRP: $17⁹⁹ US (ISBN 0-670-84487-X)",2563,4.2,1992,eng,334.88,200.928
412732,The Dharma Bums,Jack Kerouac,Fiction,"Two ebullient young men search for Truth the Zen way: from marathon wine-drinking bouts, poetry jam sessions, and ""yabyum"" in San Francisco's Bohemia, to solitude in the high Sierras and a vigil atop Desolation Peak in Washington State. Published just a year after On the Road put the Beat Generation on the map, The Dharma Bums is sparked by Kerouac's expansiveness, humor, and a contagious zest for life.",3888,3.93,1958,en-US,725.7,435.42
420282,The Polar Express,Chris Van Allsburg,Picture Books,"
“Seeing is believing, but sometimes the most real things in the world are the things we can't see.”
Late one Christmas Eve after the town has gone to sleep, the boy boards the mysterious train that waits for him: the Polar Express bound for the North Pole. When he arrives, Santa offers the boy any gift he desires. The boy modestly asks for one bell from the harness of the reindeer. The gift is granted. On the way home the bell is lost. On Christmas morning, the boy finds the bell under the tree. The mother of the boy admires the bell, but laments that it is broken—for you see, only believers can hear the sound of the bell.In strange and moving shades of full color art, 
Chris Van Allsburg
 creates an otherwordly classic of the Christmas season. 'The Polar Express' evokes the same sense of mystery as his previous imaginative books 'The Garden of Abdul Gasazi' (1979), 'Jumanji' (1981), and 'The Wreck of the Zephyr' (1983).Awarded the prestigious Caldecott Medal in 1986, 'The Polar Express 'has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.",4169,4.32,1985,en-US,1035.54,621.324
420297,Curious George,H.A. Rey,Childrens,"The first adventure in this highly popular series tells how the little monkey Curious George, caught in the jungle and brought back to the city by a man in a yellow hat, can't help being interested in all the new things around him. Though well meaning, George's curiosity always gets him into trouble. Young readers can easily relate, and Rey's cheerful illustrations celebrate Curious George's innocence.",1394,4.17,1941,en-CA,236.61,141.966
425029,Presumed Innocent,Scott Turow,Mystery,"Hailed as the most suspenseful and compelling novel in decades. Presumed Innocent brings to life our worst nightmare: that of an ordinary citizen facing conviction for the most terrible of all crimes. It's the stunning portrayal of one man's all-too-human, all-consuming fatal attraction for a passionate woman who is not his wife, and the story of how his obsession puts everything he loves and values on trial—including his own life. It's a book that lays bare a shocking world of betrayal and murder, as well as the hidden depths of the human heart. And it will hold you and haunt you ... long after you have reached its shattering conclusion.",2018,4.1,1986,,553.15,331.89
438492,The Wide Window,Lemony Snicket,Fiction,"Dear Reader,If you have not read anything about the Baudelaire orphans, then before you read even one more sentence, you should know this: Violet, Klaus, and Sunny are kindhearted and quick-witted; but their lives, I am sorry to say, are filled with bad luck and misery. All of the stories about these three children are unhappy and wretched, and this one may be the worst of them all. If you haven't got the stomach for a story that includes a hurricane, a signalling device, hungry leeches, cold cucumber soup, a horrible villain, and a doll named Pretty Penny, then this book will probably fill you with despair. I will continue to record these tragic tales, for that is what I do. You, however, should decide for yourself whether you can possibly endure this miserable story.With all due respect,Lemony Snicket",6843,3.95,2000,eng,161.37,96.822
439173,Frindle,Andrew Clements,Fiction,"From bestselling and award-winning author Andrew Clements, a quirky, imaginative tale about creative thought and the power of words that will have readers inventing their own words.Is Nick Allen a troublemaker? He really just likes to liven things up at school -- and he's always had plenty of great ideas. When Nick learns some interesting information about how words are created, suddenly he's got the inspiration for his best plan ever...the frindle. Who says a pen has to be called a pen? Why not call it a frindle? Things begin innocently enough as Nick gets his friends to use the new word. Then other people in town start saying frindle. Soon the school is in an uproar, and Nick has become a local hero. His teacher wants Nick to put an end to all this nonsense, but the funny thing is frindle doesn't belong to Nick anymore. The new word is spreading across the country, and there's nothing Nick can do to stop it.",4828,3.84,1996,en-US,712.81,427.686
455373,Sphere,Michael Crichton,Science Fiction,"In the middle of the South Pacific, a thousand feet below the surface of the water, a huge vessel is discovered resting on the ocean floor. It is a spaceship of phenomenal dimensions, apparently undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old.",4486,3.83,1987,eng,4473.6,2684.16
460548,"Go, Dog. Go!",P.D. Eastman,Childrens,"Reading goes to the dogs in this timeless Beginner Book edited by Dr. Seuss. From big dogs and little dogs to red, green, and blue dogs, dogs going up and dogs going fast . . . who knew dogs were so busy? And laughter will ensue at the repeated question “Do you like my hat?” Like P. D. Eastman’s classic Are You My Mother? Go, Dog. Go! has been a go-to favorite for over fifty years, leaving audiences of all breeds wagging their tails with delight. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning. ""The canine cartoons make an elementary text funny and coherent and still one of the best around.""--School Library Journal.  ",1908,4.14,1961,eng,1160.85,696.51
469571,All the Pretty Horses,Cormac McCarthy,Fiction,"Teenager John Grady Cole, the last of a long line of Texas ranchers, has nothing left to stay for. Across the border Mexico beckons—beautiful and desolate, rugged and cruelly civilized. With neighbor Rawlins, and scruffy boy, he rides toward an idyllic, sometimes comic adventure, to a place where dreams are paid for in blood.",8900,4.04,1992,eng,458.85,0.0
472343,Duma Key,Stephen King,Horror,"From the Flap:NO MORE THAN A DARK PENCIL LINE ON A BLANK PAGE. A HORIZON LINE, MAYBE, BUT ALSO A SLOT FOR BLACKNESS TO POUR THROUGH . . . A terrible construction site accident takes Edgar Freemantle's right arm and scrambles his memory and his mind, leaving him with little but rage as he begins the ordeal of rehabilitation. A marriage that produced two lovely daughters suddenly ends, and Edgar begins to wish he hadn't survived the injuries that could have killed him. He wants out. His psychologist, Dr. Kamen, suggests a ""geographic cure,"" a new life distant from the Twin Cities and the building business Edgar grew from scratch. And Kamen suggests something else. ""Edgar does anything make you happy?"" ""I used to sketch."" ""Take it up again. You need hedges . . . hedges against the night.""Edgar leaves Minnesota for a rented house on Duma Key, a stunningly beautiful, eerily undeveloped splinter of the Florida coast. The sun setting into the Gulf of Mexico and the tidal rattling of shells on the beach call out to him, and Edgar draws. A visit from Ilse, the daughter he dotes on, starts his movement out of solitude. He meets a kindred spirit in Wireman, a man reluctant to reveal his own wounds, and then Elizabeth Eastlake, a sick old woman whose roots are tangled deep in Duma Key. Now Edgar paints, sometimes feverishly, his exploding talent both a wonder and a weapon. Many of his paintings have a power that cannot be controlled. When Elizabeth's past unfolds and the ghosts of her childhood begin to appear, the damage of which they are capable is truly devastating.The tenacity of love, the perils of creativity, the mysteries of memory and the nature of the supernatural--Stephen King gives us a novel as fascinating as it is gripping and terrifying.",7112,3.97,2008,en-US,844.74,506.844
479309,Naked in Death,J.D. Robb,Mystery,"Alternate cover edition of ISBN 9780425148297Here is the novel that started it all- the first book in J.D. Robb's number-one New York Times-bestselling In Death series, featuring New York homicide detective Lieutenant Eve Dallas and Roarke.  It is the year 2058, and technology now completely rules the world. But New York City Detective Eve Dallas knows that the irresistible impulses of the human heart are still ruled by just one thing: passion.  When a senator's daughter is killed, the secret life of prostitution she'd been leading is revealed. The high-profile case takes Lieutenant Eve Dallas into the rarefied circles of Washington politics and society. Further complicating matters is Eve's growing attraction to Roarke, who is one of the wealthiest and most influential men on the planet, devilishly handsome... and the leading suspect in the investigation.",7722,4.13,1995,en-US,1772.95,1063.77
493456,Extras,Scott Westerfeld,Young Adult,"A few years after rebel Tally Youngblood takes down the Specials regime, a cultural renaissance sweeps the world. “Tech-heads” flaunt their latest gadgets, “kickers” spread gossip and trends, and “surge monkeys” are hooked on extreme plastic surgery. Popularity rules, and everyone craves fame.Fifteen-year-old Aya Fuse is no exception. But Aya’s face rank is so low, she’s a total nobody. An extra. Her only chance at stardom is to kick a wild and unexpected story.Then she stumbles upon a big secret. Aya knows she is on the cusp of celebrity. But the information she is about to disclose will change both her fate…and that of the brave new world",5900,3.6,2006,en-US,110.88,66.528
518848,Sabriel,Garth Nix,Fantasy,"Sent to a boarding school in Ancelstierre as a young child, Sabriel has had little experience with the random power of Free Magic or the Dead who refuse to stay dead in the Old Kingdom. But during her final semester, her father, the Abhorsen, goes missing, and Sabriel knows she must enter the Old Kingdom to find him. With Sabriel, the first installment in the Abhorsen series, Garth Nix exploded onto the fantasy scene as a rising star, in a novel that takes readers to a world where the line between the living and the dead isn't always clear—and sometimes disappears altogether.",9839,4.17,1995,en-US,8811.18,5286.708
527790,High Five,Janet Evanovich,Mystery,"Out of bail skippers and rent money, Stephanie Plum throws caution to the wind and follows in the entrepreneurial bootsteps of Super Bounty Hunter, Ranger, engaging in morally correct and marginally legal enterprises. So, a scumball blows himself to smithereens on her first day of policing a crack house and the sheik she was chauffeuring stole the limo. But hey, nobody's perfect! Anyway, Stephanie has other things on her mind. Her mother wants her to find Uncle Fred who's missing after arguing with his garbage company; homicidal rapist Benito Ramirez is back, quoting scripture and stalking Stephanie; vice cop Joe Morelli has a box of condoms with Stephanie's name on it; and Stephanie's afraid Ranger has his finger on her trigger. The whole gang's here for mirth and mayhem in Janet Evanovich's High Five . Read at your own risk in public places.",3018,4.18,1999,eng,671.55,402.93
531350,The Choice,Nicholas Sparks,Romance,"Travis Parker has everything a man could want: a good job, loyal friends, even a waterfront home in small-town North Carolina. In full pursuit of the good life -- boating, swimming, and regular barbecues with his good-natured buddies -- he holds the vague conviction that a serious relationship with a woman would only cramp his style. That is, until Gabby Holland moves in next door. Despite his attempts to be neighborly, the appealing redhead seems to have a chip on her shoulder about him...and the presence of her longtime boyfriend doesn't help. Despite himself, Travis can't stop trying to ingratiate himself with his new neighbor, and his persistent efforts lead them both to the doorstep of a journey that neither could have foreseen. Spanning the eventful years of young love, marriage and family, The Choice ultimately confronts us with the most heartwrenching question of all: how far would you go to keep the hope of love alive?",8800,4.01,2007,en-US,1483.04,0.0
535441,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,Horror,"The Zombie Survival Guide is your key to survival against the hordes of undead who may be stalking you right now. Fully illustrated and exhaustively comprehensive, this book covers everything you need to know, including how to understand zombie physiology and behavior, the most effective defense tactics and weaponry, ways to outfit your home for a long siege, and how to survive and adapt in any territory or terrain.Top 10 Lessons for Surviving a Zombie Attack 1. Organize before they rise! 2. They feel no fear, why should you?3. Use your head: cut off theirs.4. Blades don’t need reloading.5. Ideal protection = tight clothes, short hair.6. Get up the staircase, then destroy it. 7. Get out of the car, get onto the bike.8. Keep moving, keep low, keep quiet, keep alert!9. No place is safe, only safer. 10. The zombie may be gone, but the threat lives on. Don’t be carefree and foolish with your most precious asset—life. This book is your key to survival against the hordes of undead who may be stalking you right now without your even knowing it. The Zombie Survival Guide offers complete protection through trusted, proven tips for safeguarding yourself and your loved ones against the living dead. It is a book that can save your life.",4166,3.85,2004,eng,154.44,0.0
540020,The Day of the Jackal,Frederick Forsyth,Fiction,"Librarian note: an alternate cover for this edition can be found here.The Jackal. A tall, blond Englishman with opaque, gray eyes. A killer at the top of his profession. A man unknown to any secret service in the  world. An assassin with a contract to kill the world's most heavily guarded man.One  man with a rifle who can change the course of history. One man whose mission is so secretive not even his employers know his name. And as the minutes count down to the final act of execution, it seems that there is no power on earth that can stop the Jackal.",2731,4.27,1971,eng,171.27,0.0
547094,I Am Legend and Other Stories,Richard Matheson,Horror,"Robert Neville is the last living man on Earth...but he is not alone. Every other man, woman, and child on Earth has become a vampire, and they are all hungry for Neville's blood.By day, he is the hunter, stalking the sleeping undead through the abandoned ruins of civilization. By night, he barricades himself in his home and prays for dawn.How long can one man survive in a world of vampires?I am legend --Buried talents --The near departed --Prey --Witch war --Dance of the dead --Dress of white silk --Mad house --The funeral --From shadowed places --Person to person.",5739,4.0,1954,eng,621.92,0.0
569429,Mostly Harmless,Douglas Adams,Science Fiction,"Now celebrating the 42nd anniversary of  The Hitchhiker’s Guide to the Galaxy,  soon to be a Hulu original series!“Hitchhiker fans rejoice! . . . [Here’s] more of the same zany nonsensical mayhem.”— The New York Times Book ReviewIt’s easy to get disheartened when your planet has been blown up and the woman you love has vanished due to a misunderstanding about space/time. However, instead of being disheartened, Arthur Dent makes the terrible mistake of starting to enjoy life a bit—and immediately all hell breaks loose.Hell takes a number of there’s the standard Ford Prefect version, in the shape of an all-new edition of The Hitchhiker’s Guide to the Galaxy, and a totally unexpected manifestation in the form of a teenage girl who startles Arthur Dent by being his daughter when he didn’t even know he had one. Can Arthur save the Earth from total multidimensional obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter, Random, from herself? Of course not. He never works out exactly what is going on. Will you?“Douglas Adams is a terrific satirist. . . . He is anything but harmless.”— The Washington Post Book World",3579,3.96,1992,en-US,573.85,344.31
607639,The Beach,Alex Garland,Fiction,"The irresistible novel that was adapted into a major motion picture starring Leonardo DiCaprio.The Khao San Road, Bangkok -- first stop for the hordes of rootless young Westerners traveling in Southeast Asia. On Richard's first night there, in a low-budget guest house, a fellow traveller slashes his wrists, bequeathing to Richard a meticulously drawn map to ""the Beach.""The Beach, as Richard has come to learn, is the subject of a legend among young travellers in Asia: a lagoon hidden from the sea, with white sand and coral gardens, freshwater falls surrounded by jungle, plants untouched for a thousand years. There, it is rumoured, a carefully selected international few have settled in a communal Eden.Haunted by the figure of Mr. Duck -- the name by which the Thai police have identified the dead man -- and his own obsession with Vietnam movies, Richard sets off with a young French couple to an island hidden away in an archipelago forbidden to tourists. They discover the Beach, and it is as beautiful and idyllic as it is reputed to be. Yet over time it becomes clear that Beach culture, as Richard calls it, has troubling, even deadly, undercurrents.Spellbinding and hallucinogenic, The Beach by Alex Garland -- both a national bestseller and his debut -- is a highly accomplished and suspenseful novel that fixates on a generation in their twenties, who, burdened with the legacy of the preceding generation and saturated by popular culture, long for an unruined landscape, but find it difficult to experience the world first hand.",3794,3.97,1996,eng,589.36,353.616
615570,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Nonfiction,"The Artist’s Way is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. In a new introduction to the book, Julia Cameron reflects upon the impact of The Artist’s Way and describes the work she has done during the last decade and the new insights into the creative process that she has gained. Updated and expanded, this anniversary edition reframes The Artist’s Way for a new century.",4437,3.95,1992,eng,670.88,0.0
682804,The Killer Angels,Michael Shaara,Historical Fiction,"In the four most bloody and courageous days of our nation's history, two armies fought for two dreams. One dreamed of freedom, the other of a way of life. Far more than rifles and bullets were carried into battle. There were memories. There were promises. There was love. And far more than men fell on those Pennsylvania fields. Shattered futures, forgotten innocence, and crippled beauty were also the casualties of war. The Killer Angels is unique, sweeping, unforgettable—a dramatic re-creation of the battleground for America's destiny.",5562,4.33,1974,en-US,105.93,63.558
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,Young Adult,"Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot.Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live.With a foreward by Markus Zusak & interviews with Sherman Alexie and Ellen Forney ",27615,4.07,2007,eng,10384.0,6230.4
703292,The Witch of Blackbird Pond,Elizabeth George Speare,Historical Fiction,"Orphaned Kit Tyler knows, as she gazes for the first time at the cold, bleak shores of Connecticut Colony, that her new home will never be like the shimmering Caribbean island she left behind. In her relatives' stern Puritan community, she feels like a tropical bird that has flown to the wrong part of the world, a bird that is now caged and lonely. The only place where Kit feels completely free is in the meadows, where she enjoys the company of the old Quaker woman known as the Witch of Blackbird Pond, and on occasion, her young sailor friend Nat. But when Kit's friendship with the ""witch"" is discovered, Kit is faced with suspicion, fear, and anger. She herself is accused of witchcraft!",7479,4.02,1958,en-US,1230.46,738.276
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,Nonfiction,"On a clear night in late June 2005, four U.S. Navy SEALs left their base in northern Afghanistan for the mountainous Pakistani border. Their mission was to capture or kill a notorious al Qaeda leader known to be ensconced in a Taliban stronghold surrounded by a small but heavily armed force. Less then twenty-four hours later, only one of those Navy SEALs remained alive.  This is the story of fire team leader Marcus Luttrell, the sole survivor of Operation Redwing, and the desperate battle in the mountains that led, ultimately, to the largest loss of life in Navy SEAL history. But it is also, more than anything, the story of his teammates, who fought ferociously beside him until he was the last one left-blasted unconscious by a rocket grenade, blown over a cliff, but still armed and still breathing. Over the next four days, badly injured and presumed dead, Luttrell fought off six al Qaeda assassins who were sent to finish him, then crawled for seven miles through the mountains before he was taken in by a Pashtun tribe, who risked everything to protect him from the encircling Taliban killers. A six-foot-five-inch Texan, Leading Petty Officer Luttrell takes us, blow-by-blow, through the brutal training of America's warrior elite and the relentless rites of passage required by the Navy SEALs. He transports us to a monstrous battle fought in the desolate peaks of Afghanistan, where the beleaguered American team plummeted headlong a thousand feet down a mountain as they fought back through flying shale and rocks. In this rich , moving chronicle of courage, honor, and patriotism, Marcus Luttrell delivers one of the most powerful narratives ever written about modern warfare-and a tribute to his teammates, who made the ultimate sacrifice for their country.",7350,4.34,2006,eng,446.88,0.0
763362,The One Minute Manager,Kenneth H. Blanchard,Business,"For more than twenty years, millions of managers in Fortune 500 companies and small businesses nationwide have followed The One Minute Manager's techniques, thus increasing their productivity, job satisfaction, and personal prosperity. These very real results were achieved through learning the management techniques that spell profitability for the organization and its employees.The One Minute Manager is a concise, easily read story that reveals three very practical secrets: One Minute Goals, One Minute Praisings, and One Minute Reprimands. The book also presents several studies in medicine and the behavioral sciences that clearly explain why these apparently simple methods work so well with so many people. By the book's end you will know how to apply them to your own situation and enjoy the benefits.",2155,3.96,1981,en-US,888.32,532.992
764347,Unwind,Neal Shusterman,Young Adult,"Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.",22465,4.17,2007,eng,524.7,314.82
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,History,"Hitler boasted that The Third Reich would last a thousand years. It lasted only 12. But those 12 years contained some of the most catastrophic events Western civilization has ever known.No other powerful empire ever bequeathed such mountains of evidence about its birth and destruction as the Third Reich. When the bitter war was over, and before the Nazis could destroy their files, the Allied demand for unconditional surrender produced an almost hour-by-hour record of the nightmare empire built by Adolph Hitler. This record included the testimony of Nazi leaders and of concentration camp inmates, the diaries of officials, transcripts of secret conferences, army orders, private letters—all the vast paperwork behind Hitler's drive to conquer the world.The famed foreign correspondent and historian William L. Shirer, who had watched and reported on the Nazis since 1925, spent five and a half years sifting through this massive documentation. The result is a monumental study that has been widely acclaimed as the definitive record of one of the most frightening chapters in the history of mankind.This worldwide bestseller has been acclaimed as the definitive book on Nazi Germany; it is a classic work.The accounts of how the United States got involved and how Hitler used Mussolini and Japan are astonishing, and the coverage of the war-from Germany's early successes to her eventual defeat-is must reading",4069,4.21,1960,eng,334.88,200.928
769483,Magyk,Angie Sage,Fantasy,"The first part of an enthralling new series leads readers on a fantastic journey filled with quirky characters, clever charms, potions and spells. Ages 9+.The 7th son of the 7th son, aptly named Septimus Heap, is stolen the night he is born by a midwife who pronounces him dead. That same night, the baby's father, Silas Heap, comes across a bundle in the snow containing a newborn girl with violet eyes. The Heaps take this helpless newborn into their home, name her Jenna, and raise her as their own. But who is this mysterious baby girl, and what really happened to their beloved son, Septimus?The first part of this enthralling new series leads readers on a fantastic journey filled with quirky characters, clever charms, potions and spells, and a yearning to uncover the mystery at the heart of this story...who is Septimus Heap? Angie Sage writes in the tradition of great British storytellers. Her inventive fantasy is filled with humor and heart: Magyk will have readers laughing and begging for more.",5739,3.85,2005,eng,343.85,206.31
773858,Born Standing Up: A Comic's Life,Steve Martin,Nonfiction,"In the midseventies, Steve Martin exploded onto the comedy scene. By 1978 he was the biggest concert draw in the history of stand-up. In 1981 he quit forever. This book is, in his own words, the story of ""why I did stand-up and why I walked away."" Emmy and Grammy Award winner, author of the acclaimed New York Times bestsellers Shopgirl and The Pleasure of My Company, and a regular contributor to The New Yorker, Martin has always been a writer. His memoir of his years in stand-up is candid, spectacularly amusing, and beautifully written. At age ten Martin started his career at Disneyland, selling guidebooks in the newly opened theme park. In the decade that followed, he worked in the Disney magic shop and the Bird Cage Theatre at Knott's Berry Farm, performing his first magic/comedy act a dozen times a week. The story of these years, during which he practiced and honed his craft, is moving and revelatory. The dedication to excellence and innovation is formed at an astonishingly early age and never wavers or wanes. Martin illuminates the sacrifice, discipline, and originality that made him an icon and informs his work to this day. To be this good, to perform so frequently, was isolating and lonely. It took Martin decades to reconnect with his parents and sister, and he tells that story with great tenderness. Martin also paints a portrait of his times-the era of free love and protests against the war in Vietnam, the heady irreverence of The Smothers Brothers Comedy Hour in the late sixties, and the transformative new voice of Saturday Night Live in the seventies.Throughout the text, Martin has placed photographs, many never seen before. Born Standing Up is a superb testament to the sheer tenacity, focus, and daring of one of the greatest and most iconoclastic comedians of all time.",6320,3.88,2007,eng,107.91,64.746
776407,The House at Pooh Corner,A.A. Milne,Classics,"Winnie-the-Pooh, the Best Bear in All the World, has long been adored by readers young and old. In this beautiful full-color gift edition of ""The House at Pooh Corner, "" Ernest H. Shepard's classic illustrations have been painstakingly hand-colored. An exquisite volume and the perfect gift for any occasion, this book is as vivid and charming as the beloved characters from the Hundred Acre Wood.",2230,4.37,1928,en-US,214.92,0.0
781110,Fever 1793,Laurie Halse Anderson,Historical Fiction,"It's late summer 1793, and the streets of Philadelphia are abuzz with mosquitoes and rumors of fever. Down near the docks, many have taken ill, and the fatalities are mounting. Now they include Polly, the serving girl at the Cook Coffeehouse. But fourteen-year-old Mattie Cook doesn't get a moment to mourn the passing of her childhood playmate. New customers have overrun her family's coffee shop, located far from the mosquito-infested river, and Mattie's concerns of fever are all but overshadowed by dreams of growing her family's small business into a thriving enterprise. But when the fever begins to strike closer to home, Mattie's struggle to build a new life must give way to a new fight—the fight to stay alive.",7468,3.93,2000,en-US,458.85,0.0
786256,Stellaluna,Janell Cannon,Picture Books,"Stellaluna is the tender story of a lost young bat who finally finds her way safely home to her mother and friends. This award-winning book by Janell Cannon has sold over 500,000 copies and was on the bestseller list for more than two years.",1863,4.27,1993,en-US,116.82,70.092
813214,The Mist,Stephen King,Horror,"It's a hot, lazy day, perfect for a cookout, until you see those strange dark clouds. Suddenly a violent storm sweeps across the lake and ends as abruptly and unexpectedly as it had begun. Then comes the mist... creeping slowly, inexorably into town, where it settles and waits, trapping you in the supermarket with dozens of others, cut off from your families and the world. The mist is alive, seething with unearthly sounds and movements. What unleashed this terror? Was it the Arrowhead Project—the top secret government operation that everyone has noticed but no one quite understands? And what happens when the provisions have run out and you're forced to make your escape, edging blindly through the dim light?",5962,3.94,1980,en-US,340.86,204.516
816953,Someone Like You,Sarah Dessen,Young Adult,"Halley has always followed in the wake of her best friend, Scarlett. But when Scarlett learns that her boyfriend has been killed in a motorcycle accident, and that she's carrying his baby, she's devastated. For the first time ever, Scarlett really needs Halley. Their friendship may bend under the weight, but it'll never break—because a true friendship is a promise you keep forever.",4267,3.92,1998,eng,355.81,213.486
821611,The Story of My Life,Helen Keller,Nonfiction,"When she was 19 months old, Helen Keller (1880–1968) suffered a severe illness that left her blind and deaf. Not long after, she also became mute. Her tenacious struggle to overcome these handicaps-with the help of her inspired teacher, Anne Sullivan-is one of the great stories of human courage and dedication. In this classic autobiography, first published in 1903, Miss Keller recounts the first 22 years of her life, including the magical moment at the water pump when, recognizing the connection between the word ""water"" and the cold liquid flowing over her hand, she realized that objects had names. Subsequent experiences were equally noteworthy: her joy at eventually learning to speak, her friendships with Oliver Wendell Holmes, Edward Everett Hale and other notables, her education at Radcliffe (from which she graduated cum laude), and-underlying all-her extraordinary relationship with Miss Sullivan, who showed a remarkable genius for communicating with her eager and quick-to-learn pupil.",3273,4.08,1902,eng,347.49,208.494
